AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	ReleaseDate	SRA_Study
200	SAMEA3334535	ERX930950	DNA_520	3386	2279	Corvus cornix	ERR850039	ERS700074	DNA_520	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334536	ERX930955	DNA_525	2889	1957	Corvus cornix	ERR850044	ERS700075	DNA_525	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334537	ERX930956	DNA_526	2922	1914	Corvus cornix	ERR850045	ERS700076	DNA_526	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334538	ERX930957	DNA_527	2914	1922	Corvus cornix	ERR850046	ERS700077	DNA_527	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334539	ERX930958	DNA_528	2907	1955	Corvus cornix	ERR850047	ERS700078	DNA_528	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334540	ERX930959	DNA_529	4085	2771	Corvus cornix	ERR850048	ERS700079	DNA_529	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334541	ERX930960	DNA_530	4121	2803	Corvus cornix	ERR850049	ERS700080	DNA_530	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334542	ERX930961	DNA_531	3456	2274	Corvus cornix	ERR850050	ERS700081	DNA_531	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334543	ERX930962	DNA_532	3452	2315	Corvus cornix	ERR850051	ERS700082	DNA_532	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334544	ERX930965	DNA_535	3703	2455	Corvus cornix	ERR850054	ERS700083	DNA_535	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334545	ERX930966	DNA_536	3704	2500	Corvus cornix	ERR850055	ERS700084	DNA_536	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334546	ERX930969	DNA_539	3691	2503	Corvus cornix	ERR850058	ERS700085	DNA_539	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334547	ERX930970	DNA_540	3737	2541	Corvus cornix	ERR850059	ERS700086	DNA_540	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334548	ERX930971	DNA_541	3319	2254	Corvus cornix	ERR850060	ERS700087	DNA_541	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334549	ERX930972	DNA_542	3358	2206	Corvus cornix	ERR850061	ERS700088	DNA_542	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334550	ERX930973	DNA_543	2347	1553	Corvus cornix	ERR850062	ERS700089	DNA_543	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334551	ERX930974	DNA_544	2349	1584	Corvus cornix	ERR850063	ERS700090	DNA_544	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334552	ERX930975	DNA_545	2548	1743	Corvus cornix	ERR850064	ERS700091	DNA_545	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334553	ERX930976	DNA_546	2577	1706	Corvus cornix	ERR850065	ERS700092	DNA_546	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334554	ERX930979	DNA_549	2544	1604	Corvus cornix	ERR850068	ERS700093	DNA_549	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334555	ERX930981	DNA_551	3112	1939	Corvus cornix	ERR850070	ERS700094	DNA_551	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334556	ERX930982	DNA_552	5507	3438	Corvus cornix	ERR850071	ERS700095	DNA_552	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334557	ERX930985	DNA_555	8971	5599	Corvus cornix	ERR850074	ERS700096	DNA_555	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334558	ERX930986	DNA_556	2633	1648	Corvus cornix	ERR850075	ERS700097	DNA_556	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334559	ERX930987	DNA_557	5703	3588	Corvus cornix	ERR850076	ERS700098	DNA_557	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
