study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	nominal_length	library_layout	read_count	base_count	fastq_ftp	fastq_galaxy	submitted_galaxy	sra_ftp
PRJEB14672	SAMEA4060578	ERS1231688	ERX1584481	ERR1513454	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_19	300	PAIRED	22554578	5453412300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513454/ERR1513454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_19.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_19.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513454
PRJEB14672	SAMEA4060579	ERS1231689	ERX1584482	ERR1513455	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_21	300	PAIRED	5196633	1242064278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513455/ERR1513455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_21.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_21.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513455
PRJEB14672	SAMEA4060580	ERS1231690	ERX1584483	ERR1513456	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_22	300	PAIRED	5446759	1297398438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513456/ERR1513456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_22.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_22.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513456
PRJEB14672	SAMEA4060581	ERS1231691	ERX1584484	ERR1513457	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_23	300	PAIRED	5797772	1386730296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513457/ERR1513457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_23.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_23.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513457
PRJEB14672	SAMEA4060582	ERS1231692	ERX1584485	ERR1513458	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_24	300	PAIRED	5323097	1276099650	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513458/ERR1513458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_24.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_24.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513458
PRJEB14672	SAMEA4060583	ERS1231693	ERX1584486	ERR1513459	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_25	300	PAIRED	6259178	1508352804	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513459/ERR1513459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_25.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_25.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513459
PRJEB14672	SAMEA4060584	ERS1231694	ERX1584487	ERR1513460	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_27	300	PAIRED	4439740	1062485802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513460/ERR1513460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_27.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_27.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513460
PRJEB14672	SAMEA4060585	ERS1231695	ERX1584488	ERR1513461	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_30	300	PAIRED	4725320	1134910350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513461/ERR1513461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_30.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_30.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513461
PRJEB14672	SAMEA4060586	ERS1231696	ERX1584489	ERR1513462	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_32	300	PAIRED	4502848	1081282608	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513462/ERR1513462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_32.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_32.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513462
PRJEB14672	SAMEA4060587	ERS1231697	ERX1584490	ERR1513463	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_33	300	PAIRED	5785195	1387090530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513463/ERR1513463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_33.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_33.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513463
PRJEB14672	SAMEA4060588	ERS1231698	ERX1584491	ERR1513464	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_34	300	PAIRED	4848113	1153092276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513464/ERR1513464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_34.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_34.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513464
PRJEB14672	SAMEA4060589	ERS1231699	ERX1584492	ERR1513465	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_35	300	PAIRED	6382815	1526660982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513465/ERR1513465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_35.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_35.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513465
PRJEB14672	SAMEA4060590	ERS1231700	ERX1584493	ERR1513466	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_37	300	PAIRED	5443135	1311228324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513466/ERR1513466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_37.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_37.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513466
PRJEB14672	SAMEA4060591	ERS1231701	ERX1584494	ERR1513467	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_38	300	PAIRED	6272355	1502912124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513467/ERR1513467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_38.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_38.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513467
PRJEB14672	SAMEA4060592	ERS1231702	ERX1584495	ERR1513468	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_39	300	PAIRED	4495440	1078665966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513468/ERR1513468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_39.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_39.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513468
PRJEB14672	SAMEA4060593	ERS1231703	ERX1584496	ERR1513469	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_41	300	PAIRED	5001421	1199556036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513469/ERR1513469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_41.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_41.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513469
PRJEB14672	SAMEA4060594	ERS1231704	ERX1584497	ERR1513470	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_43	300	PAIRED	4879374	1173106368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513470/ERR1513470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_43.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_43.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513470
PRJEB14672	SAMEA4060595	ERS1231705	ERX1584498	ERR1513471	8049	Gadus morhua	PacBio RS	Female_pacbio		SINGLE	442968	2980814469	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513471/ERR1513471_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513471/ERR1513471_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/Female_pacbio.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/Female_pacbio.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513471
PRJEB14672	SAMEA4060596	ERS1231706	ERX1584499	ERR1513472	8049	Gadus morhua	Illumina HiSeq 2000	I50_02	300	PAIRED	5313042	1515278960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513472/ERR1513472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_02.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513472
PRJEB14672	SAMEA4060597	ERS1231707	ERX1584500	ERR1513473	8049	Gadus morhua	Illumina HiSeq 2000	I50_03	300	PAIRED	4667759	1340291100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513473/ERR1513473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_03.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513473
PRJEB14672	SAMEA4060598	ERS1231708	ERX1584501	ERR1513474	8049	Gadus morhua	Illumina HiSeq 2000	I50_04	300	PAIRED	4747995	1356290305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513474/ERR1513474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_04.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_04.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513474
PRJEB14672	SAMEA4060599	ERS1231709	ERX1584502	ERR1513475	8049	Gadus morhua	Illumina HiSeq 2000	I50_05	300	PAIRED	4927929	1417649306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513475/ERR1513475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_05.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_05.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513475
PRJEB14672	SAMEA4060600	ERS1231710	ERX1584503	ERR1513476	8049	Gadus morhua	Illumina HiSeq 2000	I50_06	300	PAIRED	3420479	983385839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513476/ERR1513476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_06.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_06.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513476
PRJEB14672	SAMEA4060601	ERS1231711	ERX1584504	ERR1513477	8049	Gadus morhua	Illumina HiSeq 2000	I50_07	300	PAIRED	4482124	1296984300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513477/ERR1513477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_07.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_07.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513477
PRJEB14672	SAMEA4060602	ERS1231712	ERX1584505	ERR1513478	8049	Gadus morhua	Illumina HiSeq 2000	I50_08	300	PAIRED	3762600	1083641685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513478/ERR1513478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_08.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_08.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513478
