Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Experiment	InsertSize	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	breed	isolate	sex	tissue	Consent	LibraryLayout	LibrarySource	Organism	Platform
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264667	Model organism or animal	BCM	SRX971254	170	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35096-1_1pA	2015-03-27	107628	57697	2015-04-30	SRR1944134	SRS886341	SRP049547	MMUL.IN-35096	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35096	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264668	Model organism or animal	BCM	SRX971257	151	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35144-1_1pA	2015-03-27	97732	52408	2015-04-30	SRR1944141	SRS886342	SRP049547	MMUL.IN-35144	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35144	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264666	Model organism or animal	BCM	SRX971256	179	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35095-1_1pA	2015-03-27	107285	53776	2015-04-30	SRR1944138	SRS886343	SRP049547	MMUL.IN-35095	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35095	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264672	Model organism or animal	BCM	SRX971261	144	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35154-1_1pA	2015-03-27	105553	56658	2015-04-30	SRR1944149	SRS886346	SRP049547	MMUL.IN-35154	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35154	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264670	Model organism or animal	BCM	SRX971260	144	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35150-1_1pA	2015-03-27	110993	58646	2015-04-30	SRR1944145	SRS886347	SRP049547	MMUL.IN-35150	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35150	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264673	Model organism or animal	BCM	SRX971263	156	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35160-1_1pA	2015-03-27	109877	59116	2015-04-30	SRR1944152	SRS886348	SRP049547	MMUL.IN-35160	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35160	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264675	Model organism or animal	BCM	SRX971265	198	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35247-1_1pA	2015-03-27	21281	11448	2015-04-30	SRR1944159	SRS886349	SRP049547	MMUL.IN-35247	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35247	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264674	Model organism or animal	BCM	SRX971264	149	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35162-1_1pA	2015-03-27	102184	54234	2015-04-30	SRR1944156	SRS886350	SRP049547	MMUL.IN-35162	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35162	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264676	Model organism or animal	BCM	SRX971266	196	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35250-1_1pA	2015-03-27	20885	10972	2015-04-30	SRR1944161	SRS886352	SRP049547	MMUL.IN-35250	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35250	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264677	Model organism or animal	BCM	SRX971268	202	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35252-1_1pA	2015-03-27	31113	16543	2015-04-30	SRR1944163	SRS886353	SRP049547	MMUL.IN-35252	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35252	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264679	Model organism or animal	BCM	SRX971271	189	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35254-1_1pA	2015-03-27	18775	10391	2015-04-30	SRR1944168	SRS886354	SRP049547	MMUL.IN-35254	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35254	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264678	Model organism or animal	BCM	SRX971270	191	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35253-1_1pA	2015-03-27	20446	11233	2015-04-30	SRR1944166	SRS886355	SRP049547	MMUL.IN-35253	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35253	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264680	Model organism or animal	BCM	SRX971272	198	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35255-1_1pA	2015-03-27	40433	19462	2015-04-30	SRR1944172	SRS886356	SRP049547	MMUL.IN-35255	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35255	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264681	Model organism or animal	BCM	SRX971273	202	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35256-1_1pA	2015-03-27	28762	15416	2015-04-30	SRR1944174	SRS886357	SRP049547	MMUL.IN-35256	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35256	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264682	Model organism or animal	BCM	SRX971274	197	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35257-1_1pA	2015-03-27	31377	17062	2015-04-30	SRR1944176	SRS886359	SRP049547	MMUL.IN-35257	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35257	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264683	Model organism or animal	BCM	SRX971276	201	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35259-1_1pA	2015-03-27	28837	15027	2015-04-30	SRR1944180	SRS886360	SRP049547	MMUL.IN-35259	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35259	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264685	Model organism or animal	BCM	SRX971280	204	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35490-1_1pA	2015-03-27	32254	15283	2015-04-30	SRR1944185	SRS886361	SRP049547	MMUL.IN-35490	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35490	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264684	Model organism or animal	BCM	SRX971278	192	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35261-1_1pA	2015-03-27	20900	11264	2015-04-30	SRR1944182	SRS886362	SRP049547	MMUL.IN-35261	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35261	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264686	Model organism or animal	BCM	SRX971281	203	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35491-1_1pA	2015-03-27	26474	13746	2015-04-30	SRR1944187	SRS886363	SRP049547	MMUL.IN-35491	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35491	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264688	Model organism or animal	BCM	SRX971284	199	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35495-1_1pA	2015-03-27	29404	15501	2015-04-30	SRR1944192	SRS886365	SRP049547	MMUL.IN-35495	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35495	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264687	Model organism or animal	BCM	SRX971283	200	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35494-1_1pA	2015-03-27	27386	14243	2015-04-30	SRR1944189	SRS886366	SRP049547	MMUL.IN-35494	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35494	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264690	Model organism or animal	BCM	SRX971286	202	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35497-1_1pA	2015-03-27	25408	13840	2015-04-30	SRR1944198	SRS886367	SRP049547	MMUL.IN-35497	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35497	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264689	Model organism or animal	BCM	SRX971285	200	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35496-1_1pA	2015-03-27	32585	17537	2015-04-30	SRR1944196	SRS886368	SRP049547	MMUL.IN-35496	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35496	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264691	Model organism or animal	BCM	SRX971288	202	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35498-1_1pA	2015-03-27	24394	12643	2015-04-30	SRR1944201	SRS886369	SRP049547	MMUL.IN-35498	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35498	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264693	Model organism or animal	BCM	SRX971290	206	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35500-1_1pA	2015-03-27	26276	12522	2015-04-30	SRR1944208	SRS886371	SRP049547	MMUL.IN-35500	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35500	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264692	Model organism or animal	BCM	SRX971289	193	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35499-1_1pA	2015-03-27	17116	8205	2015-04-30	SRR1944205	SRS886372	SRP049547	MMUL.IN-35499	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35499	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264694	Model organism or animal	BCM	SRX971292	204	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMYJR.35502-1_1pA	2015-03-27	25034	13005	2015-04-30	SRR1944213	SRS886373	SRP049547	MMUL.IN-35502	Adult	Zachary Johnson, YNPRC (Yerkes National Primate Research Center)	Indian	35502	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264695	Model organism or animal	BCM	SRX971294	203	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35717-1_1pA	2015-03-27	26712	12652	2015-04-30	SRR1944216	SRS886374	SRP049547	MMUL.IN-35717	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35717	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264696	Model organism or animal	BCM	SRX971295	201	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35718-1_1pA	2015-03-27	31978	15243	2015-04-30	SRR1944222	SRS886376	SRP049547	MMUL.IN-35718	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35718	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264697	Model organism or animal	BCM	SRX971297	205	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35722-1_1pA	2015-03-27	33027	16878	2015-04-30	SRR1944226	SRS886377	SRP049547	MMUL.IN-35722	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35722	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264661	Model organism or animal	BCM	SRX971298	188	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35090-1_1pA	2015-03-28	94717	43981	2015-04-30	SRR1944229	SRS886378	SRP049547	MMUL.IN-35090	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35090	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	250	PRJNA251548	SAMN03264758	Model organism or animal	BCM	SRX977208	377	Illumina HiSeq 2500	RANDOM	IWG_IND-PCRGF.37854-1_1pA	2015-04-02	100033	32521	2015-04-30	SRR1950974	SRS892280	SRP049547	MMUL.CH-37854	Adult	Guoping Fan , UCLA, Wild caught samples	Chinese	37854	not applicable	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264739	Model organism or animal	BCM	SRX977207	212	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36390-1_1pA	2015-04-02	32481	16321	2015-04-30	SRR1950972	SRS892281	SRP049547	MMUL.CH-36390	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Chinese	36390	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264738	Model organism or animal	BCM	SRX977206	240	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36389-1_1pA	2015-04-02	25771	12180	2015-04-30	SRR1950970	SRS892282	SRP049547	MMUL.CH-36389	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Chinese	36389	not applicable	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264740	Model organism or animal	BCM	SRX977209	219	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36394-1_1pA	2015-04-02	23058	11714	2015-04-30	SRR1950981	SRS892289	SRP049547	MMUL.CH-36394	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Chinese	36394	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264764	Model organism or animal	BCM	SRX977223	370	Illumina HiSeq 2500	RANDOM	IWG_IND-ELCOPS.11414-01b-1_1pA	2015-04-02	99344	45739	2015-04-30	SRR1951007	SRS892292	SRP049547	MMUL.IN-11414-01b	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	11414-01b	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	250	PRJNA251548	SAMN03264760	Model organism or animal	BCM	SRX977220	391	Illumina HiSeq 2500	RANDOM	IWG_IND-PCRGF.37950-1_1pA	2015-04-02	84960	27354	2015-04-30	SRR1951000	SRS892293	SRP049547	MMUL.CH-37950	Adult	Guoping Fan, UCLA, Wild caught samples	Chinese	37950	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	250	PRJNA251548	SAMN03264759	Model organism or animal	BCM	SRX977219	374	Illumina HiSeq 2500	RANDOM	IWG_IND-PCRGF.37945-1_1pA	2015-04-02	71690	25816	2015-04-30	SRR1950993	SRS892294	SRP049547	MMUL.CH-37945	Adult	Guoping Fan , UCLA, Wild caught samples	Chinese	37945	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264765	Model organism or animal	BCM	SRX977224	342	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.11433-07b-1_1pA	2015-04-04	155442	80914	2015-04-30	SRR1951011	SRS892295	SRP049547	MMUL.IN-11433-07b	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	11433-07b	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN02981228		BCM	SRX977227	447	Illumina HiSeq 2000	RANDOM	IWG_MAMUSF.17573-1_1pA	2015-04-02	121046	56831	2015-04-30	SRR1951019	SRS892297	SRP049547	gb|AANU00000000.1				17573	female		public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264766	Model organism or animal	BCM	SRX977225	341	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.11433-08b-1_1pA	2015-04-03	122710	62976	2015-04-30	SRR1951016	SRS892299	SRP049547	MMUL.IN-11433-08b	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	11433-08b	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264769	Model organism or animal	BCM	SRX977233	225	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.37N-1_2pA	2015-04-02	120368	62226	2015-04-30	SRR1951030	SRS892302	SRP049547	MMUL.IN-36461	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36461	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264762	Model organism or animal	BCM	SRX977231	201	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.0A2-1_1pA	2015-04-02	25767	12673	2015-04-30	SRR1951025	SRS892304	SRP049547	MMUL.IN-36460	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36460	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264779	Model organism or animal	BCM	SRX977240	200	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.80S-1_1pA	2015-04-02	21829	12041	2015-04-30	SRR1951044	SRS892306	SRP049547	MMUL.IN-36466	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36466	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264772	Model organism or animal	BCM	SRX977238	232	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.4C1-1_2pA	2015-04-02	114104	57464	2015-04-30	SRR1951041	SRS892308	SRP049547	MMUL.IN-36464	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36464	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264777	Model organism or animal	BCM	SRX977245	240	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.6F6-1_2pA	2015-04-02	123772	65032	2015-04-30	SRR1951051	SRS892310	SRP049547	MMUL.IN-36469	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36469	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264781	Model organism or animal	BCM	SRX977244	231	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.9D4-1_2pA	2015-04-02	116496	55854	2015-04-30	SRR1951048	SRS892311	SRP049547	MMUL.IN-36470	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36470	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264771	Model organism or animal	BCM	SRX977235	226	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.46N-3_2pA	2015-04-02	114908	61129	2015-04-30	SRR1951036	SRS892312	SRP049547	MMUL.IN-36463	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36463	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264776	Model organism or animal	BCM	SRX977236	203	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.6C5-1_1pA	2015-04-02	25482	13963	2015-04-30	SRR1951039	SRS892313	SRP049547	MMUL.IN-36465	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36465	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264770	Model organism or animal	BCM	SRX977234	229	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.42T-1_2pA	2015-04-02	111458	53827	2015-04-30	SRR1951033	SRS892314	SRP049547	MMUL.IN-36462	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36462	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264763	Model organism or animal	BCM	SRX977242	195	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.0F6-1_1pA	2015-04-02	23131	11012	2015-04-30	SRR1951046	SRS892315	SRP049547	MMUL.IN-36467	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36467	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264780	Model organism or animal	BCM	SRX977246	226	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.9C1-1_2pA	2015-04-02	117916	55382	2015-04-30	SRR1951056	SRS892317	SRP049547	MMUL.IN-36471	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36471	female	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264778	Model organism or animal	BCM	SRX977248	391	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.73V-1_2pA	2015-04-02	100530	46346	2015-04-30	SRR1951059	SRS892318	SRP049547	MMUL.IN-36472	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36472	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264774	Model organism or animal	BCM	SRX977260	245	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.5B2-1_2pA	2015-04-02	122637	59040	2015-04-30	SRR1951074	SRS892325	SRP049547	MMUL.IN-36473	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36473	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264767	Model organism or animal	BCM	SRX977265	202	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.1E(3)-1_1pA	2015-04-02	25321	13917	2015-04-30	SRR1951084	SRS892330	SRP049547	MMUL.IN-36477	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36477	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264768	Model organism or animal	BCM	SRX977264	203	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.33V-1_1pA	2015-04-02	23146	11308	2015-04-30	SRR1951082	SRS892332	SRP049547	MMUL.IN-36476	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36476	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264773	Model organism or animal	BCM	SRX977262	208	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.4D3-1_1pA	2015-04-02	33149	15848	2015-04-30	SRR1951080	SRS892333	SRP049547	MMUL.IN-36475	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36475	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264775	Model organism or animal	BCM	SRX977261	207	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUCA.61R-1_1pA	2015-04-02	24298	11607	2015-04-30	SRR1951078	SRS892334	SRP049547	MMUL.IN-36474	Adult	Julie Horvath, CPRC (Caribbean Primate Research Center)	Indian	36474	male	Blood	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264752	Model organism or animal	BCM	SRX977285	348	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37741-1_1pA	2015-04-02	111335	56417	2015-04-30	SRR1951111	SRS892342	SRP049547	MMUL.IN-37741	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37741	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264751	Model organism or animal	BCM	SRX977284	335	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37740-1_1pA	2015-04-02	120657	59426	2015-04-30	SRR1951108	SRS892343	SRP049547	MMUL.IN-37740	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37740	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264750	Model organism or animal	BCM	SRX977282	350	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37739-1_1pA	2015-04-02	117535	53845	2015-04-30	SRR1951105	SRS892344	SRP049547	MMUL.IN-37739	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37739	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264761	Model organism or animal	BCM	SRX977290	219	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.39345-1_3pA	2015-04-02	97499	52482	2015-04-30	SRR1951123	SRS892345	SRP049547	MMUL.IN-39345	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	39345	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
