AvgSpotLen	BioSample	Experiment	Instrument	LibraryLayout	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	Sample_Name	breed	collection_date	geo_loc_name	isolate	isolation_source	sex	sub_species	tissue	Assay_Type	BioProject	BioSampleModel	Consent	InsertSize	LibrarySelection	SRA_Study
200	SAMN05224164	SRX2023582	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2025	2016-08-15	12246	9057	Heliconius erato erato	ILLUMINA	2017-03-08	SRR4032073	SRS1618073	NCS2025		01-Jan-2012	French Guiana	Heliconius erato erato NCS2025	Kaw	male	erato	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224165	SRX2023583	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2080	2016-08-15	10051	7023	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032074	SRS1618074	NCS2080		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2080	Kaw	female	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224103	SRX2023584	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2115	2017-03-14	14924	9632	Heliconius erato amalfreda	ILLUMINA	2017-03-14	SRR4032075	SRS1618075	BC2115		01-Jan-2012	Suriname	Heliconius erato amalfreda BC2115	Brokopondo	male		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224166	SRX2023585	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2211	2016-08-15	11813	8494	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032076	SRS1618076	NCS2211		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2211	Kaw	male	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224167	SRX2023586	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2217	2016-08-15	13278	9525	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032077	SRS1618077	NCS2217		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2217	Kaw	male	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224172	SRX2023591	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2554	2016-08-15	9802	7103	Heliconius erato favorinus	ILLUMINA	2017-03-08	SRR4032082	SRS1618082	NCS2554		01-Jan-2012	Peru	Heliconius erato favorinus NCS2554	Tarapoto	female	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224173	SRX2023592	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2555	2016-08-15	12632	9073	Heliconius erato favorinus	ILLUMINA	2017-03-08	SRR4032083	SRS1618083	NCS2555		01-Jan-2012	Peru	Heliconius erato favorinus NCS2555	Tarapoto	male	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224174	SRX2023593	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2556	2016-08-15	20592	14856	Heliconius erato erato	ILLUMINA	2017-03-08	SRR4032084	SRS1618084	NCS2556		01-Jan-2012	French Guiana	Heliconius erato erato NCS2556	Kaw	male	erato	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224175	SRX2023594	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2574	2016-08-15	10299	7654	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032085	SRS1618085	NCS2574		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2574	Kaw	male	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224104	SRX2023595	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2124	2017-03-14	13920	9005	Heliconius erato amalfreda	ILLUMINA	2017-03-14	SRR4032086	SRS1618086	BC2124		01-Jan-2012	Suriname	Heliconius erato amalfreda BC2124	Brokopondo	male		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224176	SRX2023596	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2581	2017-03-14	16687	12224	Heliconius erato hydara	ILLUMINA	2017-03-14	SRR4032087	SRS1618087	NCS2581		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2581	Kaw	female	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224177	SRX2023597	Illumina HiSeq 2000	PAIRED	GENOMIC	NCS2609	2016-08-15	13773	9692	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032088	SRS1618088	NCS2609		01-Jan-2012	French Guiana	Heliconius erato hydara NCS2609	Kaw	female	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224178	SRX2023598	Illumina HiSeq 2000	PAIRED	GENOMIC	notabilis01	2016-08-15	10763	7899	Heliconius erato notabilis	ILLUMINA	2017-03-08	SRR4032089	SRS1618089	notabilis01		01-Jan-2012	Ecuador	Heliconius erato notabilis notabilis01	Mera	male	notabilis	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224179	SRX2023599	Illumina HiSeq 2000	PAIRED	GENOMIC	notabilis02	2016-08-15	11234	8216	Heliconius erato notabilis	ILLUMINA	2017-03-08	SRR4032090	SRS1618090	notabilis02		01-Jan-2012	Ecuador	Heliconius erato notabilis notabilis02	Mera	male	notabilis	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224180	SRX2023600	Illumina HiSeq 2000	PAIRED	GENOMIC	notabilis03	2016-08-15	12372	8947	Heliconius erato notabilis	ILLUMINA	2017-03-08	SRR4032091	SRS1618091	notabilis03		01-Jan-2012	Ecuador	Heliconius erato notabilis notabilis03	Mera	male	notabilis	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224181	SRX2023601	Illumina HiSeq 2000	PAIRED	GENOMIC	notabilis04	2016-08-15	11406	8228	Heliconius erato notabilis	ILLUMINA	2017-03-08	SRR4032092	SRS1618092	notabilis04		01-Jan-2012	Ecuador	Heliconius erato notabilis notabilis04	Mera	male	notabilis	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
202	SAMN05224182	SRX2023602	Illumina HiSeq 2000	PAIRED	GENOMIC	PetED3	2017-03-14	15382	9735	Heliconius erato demophoon	ILLUMINA	2017-03-14	SRR4032093	SRS1618093	PetED3		01-Jan-2012	Panama	Heliconius erato demophoon PetED3	Gamboa	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
202	SAMN05224183	SRX2023603	Illumina HiSeq 2000	PAIRED	GENOMIC	PetED4	2017-03-14	15025	9536	Heliconius erato demophoon	ILLUMINA	2017-03-14	SRR4032094	SRS1618094	PetED4		01-Jan-2012	Panama	Heliconius erato demophoon PetED4	Gamboa	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
202	SAMN05224184	SRX2023604	Illumina HiSeq 2000	PAIRED	GENOMIC	PetED5	2016-08-15	11736	6914	Heliconius erato demophoon	ILLUMINA	2017-03-08	SRR4032095	SRS1618095	PetED5		01-Jan-2012	Panama	Heliconius erato demophoon PetED5	Gamboa	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224105	SRX2023606	Illumina HiSeq 2000	PAIRED	GENOMIC	BC3223	2016-08-15	8379	3287	Heliconius erato notabilis	ILLUMINA	2017-03-08	SRR4032097	SRS1618096	BC3223		01-Jan-2012	Ecuador	Heliconius erato notabilis BC3223	Huamboya	male	notabilis	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
202	SAMN05224185	SRX2023605	Illumina HiSeq 2000	PAIRED	GENOMIC	PetED6	2016-08-15	13877	8421	Heliconius erato demophoon	ILLUMINA	2017-03-08	SRR4032096	SRS1618098	PetED6		01-Jan-2012	Panama	Heliconius erato demophoon PetED6	Gamboa	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
	SAMN05224188	SRX2023609	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0033	2016-08-15	9652	6638	Heliconius erato demophoon	ILLUMINA	2017-03-08	SRR4032100	SRS1618100	STRIWOM0033		01-Jan-2012	Panama	Heliconius erato demophoon STRIWOM0033	Lago Bayano	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224189	SRX2023610	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0039	2016-08-15	10246	6985	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032101	SRS1618101	STRIWOM0039		01-Jan-2012	Panama	Heliconius erato hydara STRIWOM0039	Lago Bayano	male	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224190	SRX2023611	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0040	2016-08-15	10487	7157	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032102	SRS1618102	STRIWOM0040		01-Jan-2012	Panama	Heliconius erato hydara STRIWOM0040	Lago Bayano	male	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224191	SRX2023612	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0042	2016-08-15	10658	7571	Heliconius erato hydara	ILLUMINA	2017-03-08	SRR4032103	SRS1618103	STRIWOM0042		01-Jan-2012	Panama	Heliconius erato hydara STRIWOM0042	Lago Bayano	female	hydara	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224192	SRX2023613	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0057	2016-08-15	10796	7796	Heliconius erato chestertonii	ILLUMINA	2017-03-08	SRR4032104	SRS1618104	STRIWOM0057		01-Jan-2012	Colombia	Heliconius erato chestertonii STRIWOM0057	Colombia	female	chestertonii	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224193	SRX2023614	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0058	2016-08-15	10823	7796	Heliconius erato chestertonii	ILLUMINA	2017-03-08	SRR4032105	SRS1618105	STRIWOM0058		01-Jan-2012	Colombia	Heliconius erato chestertonii STRIWOM0058	Colombia	female	chestertonii	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN05224194	SRX2023615	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0059	2016-08-15	12663	9087	Heliconius erato chestertonii	ILLUMINA	2017-03-08	SRR4032106	SRS1618106	STRIWOM0059		01-Jan-2012	Colombia	Heliconius erato chestertonii STRIWOM0059	Colombia	male	chestertonii	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
272	SAMN05224195	SRX2023616	Illumina HiSeq 2000	PAIRED	GENOMIC	STRIWOM0082	2016-08-15	8845	4932	Heliconius erato demophoon	ILLUMINA	2017-03-08	SRR4032107	SRS1618107	STRIWOM0082		01-Jan-2012	Panama	Heliconius erato demophoon STRIWOM0082	Panama	male	demophoon	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049963	SRX3413465	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2565	2017-11-21	13364	4398	Heliconius himera	ILLUMINA	2017-11-22	SRR6313542	SRS2706596	BC2565		2014-11-25	Peru	Heliconius himera BC2565	Peru	female		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049964	SRX3413466	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2566	2017-11-21	10993	3625	Heliconius himera	ILLUMINA	2017-11-22	SRR6313541	SRS2706597	BC2566		2014-11-25	Peru	Heliconius himera BC2566	Peru	male		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049959	SRX3413467	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2635	2017-11-21	11181	3745	Heliconius erato favorinus	ILLUMINA	2017-11-22	SRR6313540	SRS2706598	BC2635		2014-11-25	Peru	Heliconius erato favorinus BC2635	Peru	female	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049960	SRX3413468	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2637	2017-11-21	10792	3567	Heliconius erato favorinus	ILLUMINA	2017-11-22	SRR6313539	SRS2706599	BC2637		2014-11-25	Peru	Heliconius erato favorinus BC2637	Peru	male	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049961	SRX3413469	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2638	2017-11-21	12079	4013	Heliconius erato favorinus	ILLUMINA	2017-11-22	SRR6313538	SRS2706600	BC2638		2014-11-25	Peru	Heliconius erato favorinus BC2638	Peru	male	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049962	SRX3413470	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2639	2017-11-21	11709	3896	Heliconius erato favorinus	ILLUMINA	2017-11-22	SRR6313537	SRS2706601	BC2639		2014-11-25	Peru	Heliconius erato favorinus BC2639	Peru	male	favorinus	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049955	SRX3413471	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2563	2017-11-21	11743	3903	Heliconius erato emma	ILLUMINA	2017-11-22	SRR6313536	SRS2706602	BC2563		2014-11-25	Peru	Heliconius erato emma BC2563	Peru	female	emma	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049956	SRX3413472	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2577	2017-11-21	10953	3583	Heliconius erato emma	ILLUMINA	2017-11-22	SRR6313535	SRS2706603	BC2577		2014-11-25	Peru	Heliconius erato emma BC2577	Peru	male	emma	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049957	SRX3413473	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2578	2017-11-21	11104	3667	Heliconius erato emma	ILLUMINA	2017-11-22	SRR6313534	SRS2706604	BC2578		2014-11-25	Peru	Heliconius erato emma BC2578	Peru	male	emma	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049958	SRX3413474	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2579	2017-11-21	10709	3542	Heliconius erato emma	ILLUMINA	2017-11-22	SRR6313533	SRS2706605	BC2579		2014-11-25	Peru	Heliconius erato emma BC2579	Peru	male	emma	whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049965	SRX3413475	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2567	2017-11-21	11200	3708	Heliconius himera	ILLUMINA	2017-11-22	SRR6313532	SRS2706606	BC2567		2014-11-25	Peru	Heliconius himera BC2567	Peru	male		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
200	SAMN08049966	SRX3413476	Illumina HiSeq 2000	PAIRED	GENOMIC	BC2570	2017-11-21	16239	5328	Heliconius himera	ILLUMINA	2017-11-22	SRR6313531	SRS2706607	BC2570		2014-11-25	Peru	Heliconius himera BC2570	Peru	female		whole body	WGS	PRJNA324415	Invertebrate	public	0	RANDOM	SRP081917
