AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	Sample_Name	Sample_name	analysis_type	gssr_id	host_sex	instrument_name	isolation_source	lane	lsid	project	region	strain	work_request	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	LibrarySelection	LibrarySource	Organism	SRA_Study	geographic_location_country_and_or_sea_region
51	SAMN00627920	SRX077985	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	310	238	ILLUMINA	6/19/11	SRR285261	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XAS	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	17383	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	194	231	ILLUMINA	6/19/11	SRR285234	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	188	168	ILLUMINA	6/19/11	SRR285293	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	190	267	ILLUMINA	6/19/11	SRR285306	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	201	278	ILLUMINA	6/19/11	SRR285304	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	203	193	ILLUMINA	6/19/11	SRR285287	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	204	251	ILLUMINA	6/19/11	SRR285288	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	224	237	ILLUMINA	6/19/11	SRR285302	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	240	257	ILLUMINA	6/19/11	SRR285236	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	234	246	ILLUMINA	6/19/11	SRR285242	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	139	112	ILLUMINA	6/19/11	SRR285247	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	226	326	ILLUMINA	6/19/11	SRR285248	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	148	134	ILLUMINA	6/19/11	SRR285254	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	181	177	ILLUMINA	6/19/11	SRR285237	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	191	206	ILLUMINA	6/19/11	SRR285294	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	263	246	ILLUMINA	6/19/11	SRR285290	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	259	227	ILLUMINA	6/19/11	SRR285305	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	268	241	ILLUMINA	6/19/11	SRR285255	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	265	243	ILLUMINA	6/19/11	SRR285259	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	265	263	ILLUMINA	6/19/11	SRR285250	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	266	231	ILLUMINA	6/19/11	SRR285244	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627924	SRX077989	0	Illumina Genome Analyzer II	SINGLE	Solexa-4574	6/28/15	259	304	ILLUMINA	6/19/11	SRR285239	SRS212351	PRJNA167910.GJOG #06 Marine	GJOG #06 Marine	Standard	22946.1	Female	SL-XBD	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22946.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	311	483	ILLUMINA	6/19/11	SRR285241	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	342	661	ILLUMINA	6/19/11	SRR285243	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	325	565	ILLUMINA	6/19/11	SRR285265	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	316	486	ILLUMINA	6/19/11	SRR285272	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	327	552	ILLUMINA	6/19/11	SRR285285	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	412	439	ILLUMINA	6/19/11	SRR285297	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	401	416	ILLUMINA	6/19/11	SRR285271	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	397	456	ILLUMINA	6/19/11	SRR285252	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	408	421	ILLUMINA	6/19/11	SRR285253	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	289	665	ILLUMINA	6/19/11	SRR285268	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	278	619	ILLUMINA	6/19/11	SRR285263	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	293	662	ILLUMINA	6/19/11	SRR285278	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	283	605	ILLUMINA	6/19/11	SRR285283	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	282	649	ILLUMINA	6/19/11	SRR285284	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	127	129	ILLUMINA	6/19/11	SRR285282	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	131	121	ILLUMINA	6/19/11	SRR285308	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	126	119	ILLUMINA	6/19/11	SRR285264	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	133	127	ILLUMINA	6/19/11	SRR285266	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	234	344	ILLUMINA	6/19/11	SRR285310	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	243	236	ILLUMINA	6/19/11	SRR285274	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	235	265	ILLUMINA	6/19/11	SRR285291	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	250	276	ILLUMINA	6/19/11	SRR285295	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627914	SRX077978	0	Illumina Genome Analyzer II	SINGLE	Solexa-4585	6/28/15	190	136	ILLUMINA	6/19/11	SRR285314	SRS212341	PRJNA167910.MUDL #15 Freshwater	MUDL #15 Freshwater	Standard	22955.1	Female	SL-XBA	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22955.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627914	SRX077978	0	Illumina Genome Analyzer II	SINGLE	Solexa-4585	6/28/15	200	151	ILLUMINA	6/19/11	SRR285312	SRS212341	PRJNA167910.MUDL #15 Freshwater	MUDL #15 Freshwater	Standard	22955.1	Female	SL-XBA	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22955.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627914	SRX077978	0	Illumina Genome Analyzer II	SINGLE	Solexa-4585	6/28/15	187	137	ILLUMINA	6/19/11	SRR285337	SRS212341	PRJNA167910.MUDL #15 Freshwater	MUDL #15 Freshwater	Standard	22955.1	Female	SL-XBA	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22955.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627915	SRX077979	0	Illumina Genome Analyzer II	SINGLE	Solexa-4589	6/28/15	319	293	ILLUMINA	6/19/11	SRR285332	SRS212342	PRJNA167910.ABW #19 Freshwater	ABW #19 Freshwater	Standard	22959.1	Female	SL-XBH	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22959.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627916	SRX077980	0	Illumina Genome Analyzer II	SINGLE	Solexa-4572	6/28/15	174	130	ILLUMINA	6/19/11	SRR285328	SRS212343	PRJNA167910.BDGB #04 Marine	BDGB #04 Marine	Standard	22944.1		SL-XBC	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22944.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627916	SRX077980	0	Illumina Genome Analyzer II	SINGLE	Solexa-4572	6/28/15	175	149	ILLUMINA	6/19/11	SRR285331	SRS212343	PRJNA167910.BDGB #04 Marine	BDGB #04 Marine	Standard	22944.1		SL-XBC	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22944.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627917	SRX077982	0	Illumina Genome Analyzer II	SINGLE	Solexa-4583	6/28/15	295	489	ILLUMINA	6/19/11	SRR285330	SRS212344	PRJNA167910.HUTU #13 Freshwater	HUTU #13 Freshwater	Standard	22953.1	Female	SL-XAS	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22953.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627917	SRX077982	0	Illumina Genome Analyzer II	SINGLE	Solexa-4583	6/28/15	307	533	ILLUMINA	6/19/11	SRR285338	SRS212344	PRJNA167910.HUTU #13 Freshwater	HUTU #13 Freshwater	Standard	22953.1	Female	SL-XAS	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22953.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627917	SRX077982	0	Illumina Genome Analyzer II	SINGLE	Solexa-4583	6/28/15	312	541	ILLUMINA	6/19/11	SRR285320	SRS212344	PRJNA167910.HUTU #13 Freshwater	HUTU #13 Freshwater	Standard	22953.1	Female	SL-XAS	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22953.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627919	SRX077984	0	Illumina Genome Analyzer II	SINGLE	Solexa-4588	6/28/15	255	453	ILLUMINA	6/19/11	SRR285318	SRS212346	PRJNA167910.SHEL #18 Freshwater	SHEL #18 Freshwater	Standard	22958.1	Female	SL-XBH	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22958.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627919	SRX077984	0	Illumina Genome Analyzer II	SINGLE	Solexa-4588	6/28/15	274	330	ILLUMINA	6/19/11	SRR285315	SRS212346	PRJNA167910.SHEL #18 Freshwater	SHEL #18 Freshwater	Standard	22958.1	Female	SL-XBH	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22958.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627919	SRX077984	0	Illumina Genome Analyzer II	SINGLE	Solexa-4588	6/28/15	250	298	ILLUMINA	6/19/11	SRR285334	SRS212346	PRJNA167910.SHEL #18 Freshwater	SHEL #18 Freshwater	Standard	22958.1	Female	SL-XBH	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22958.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627921	SRX077986	0	Illumina Genome Analyzer II	SINGLE	Solexa-4575	6/28/15	197	227	ILLUMINA	6/19/11	SRR285335	SRS212348	PRJNA167910.ANTL #07 Marine	ANTL #07 Marine	Standard	22947.1		SL-XAK	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22947.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	219	254	ILLUMINA	6/19/11	SRR285316	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
