Assay_Type	AvgSpotLen	BioSample	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	collection_date	geo_loc_name	isolate	lat_lon	sub_species	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Platform	ReleaseDate	SRA_Study	age	dev_stage	sex	tissue
WGS	202	SAMN04884554	SRX1764133	Illumina HiSeq 2500	RANDOM	ww_reseq_01O01_6	5/17/16	3365	1552	Phylloscopus trochilus acredula	SRR3511969	SRS1419110	ww_01O01	6/12/01	Sweden: Kallax	01O/01	65.5 N 22.1 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764134	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_1	5/17/16	2560	1218	Phylloscopus trochilus acredula	SRR3511970	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764135	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_2	5/17/16	3332	1536	Phylloscopus trochilus acredula	SRR3511971	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764136	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_3	5/17/16	3363	1563	Phylloscopus trochilus acredula	SRR3511972	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764137	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_4	5/17/16	3405	1590	Phylloscopus trochilus acredula	SRR3511973	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764138	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_5	5/17/16	3436	1601	Phylloscopus trochilus acredula	SRR3511974	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884555	SRX1764139	Illumina HiSeq 2500	RANDOM	ww_reseq_01O04_6	5/17/16	3457	1614	Phylloscopus trochilus acredula	SRR3511975	SRS1419111	ww_01O04	6/12/01	Sweden: Kallax	01O/04	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764140	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_1	5/17/16	2043	971	Phylloscopus trochilus acredula	SRR3511976	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764141	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_2	5/17/16	2627	1210	Phylloscopus trochilus acredula	SRR3511977	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764142	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_3	5/17/16	2649	1230	Phylloscopus trochilus acredula	SRR3511978	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764143	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_4	5/17/16	2681	1250	Phylloscopus trochilus acredula	SRR3511979	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764144	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_5	5/17/16	2706	1259	Phylloscopus trochilus acredula	SRR3511980	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884556	SRX1764145	Illumina HiSeq 2500	RANDOM	ww_reseq_01O06_6	5/17/16	2722	1270	Phylloscopus trochilus acredula	SRR3511981	SRS1419174	ww_01O06	6/12/01	Sweden: Kallax	01O/06	65.5 N 22.100000000000023 E	acredula	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764146	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_1	5/17/16	1706	816	Phylloscopus trochilus trochilus	SRR3511982	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764147	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_2	5/17/16	2125	975	Phylloscopus trochilus trochilus	SRR3511983	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764148	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_3	5/17/16	2134	986	Phylloscopus trochilus trochilus	SRR3511984	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764149	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_4	5/17/16	2153	999	Phylloscopus trochilus trochilus	SRR3511985	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764150	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_5	5/17/16	2170	1005	Phylloscopus trochilus trochilus	SRR3511986	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884644	SRX1764151	Illumina HiSeq 2500	RANDOM	ww_reseq_01P02_6	5/17/16	2192	1018	Phylloscopus trochilus trochilus	SRR3511987	SRS1419183	ww_01P/02	6/14/01	Sweden: Barko	01P/02	60.2 N 18.200000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764152	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_1	5/17/16	1375	651	Phylloscopus trochilus trochilus	SRR3511988	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764153	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_2	5/17/16	1810	835	Phylloscopus trochilus trochilus	SRR3511989	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764154	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_3	5/17/16	1829	851	Phylloscopus trochilus trochilus	SRR3511990	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764155	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_4	5/17/16	1851	865	Phylloscopus trochilus trochilus	SRR3511991	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764156	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_5	5/17/16	1865	869	Phylloscopus trochilus trochilus	SRR3511992	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884645	SRX1764157	Illumina HiSeq 2500	RANDOM	ww_reseq_03K06_6	5/17/16	1876	876	Phylloscopus trochilus trochilus	SRR3511993	SRS1419184	ww_03K/06	6/27/03	Sweden: Grasmaro	03K/06	58.3 N 17 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764158	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_1	5/17/16	1180	568	Phylloscopus trochilus trochilus	SRR3511994	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764159	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_2	5/17/16	1460	674	Phylloscopus trochilus trochilus	SRR3511995	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764160	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_3	5/17/16	1460	680	Phylloscopus trochilus trochilus	SRR3511996	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764161	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_4	5/17/16	1471	688	Phylloscopus trochilus trochilus	SRR3511997	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764162	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_5	5/17/16	1483	692	Phylloscopus trochilus trochilus	SRR3511998	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884561	SRX1764163	Illumina HiSeq 2500	RANDOM	ww_reseq_96A01_6	5/17/16	1496	700	Phylloscopus trochilus trochilus	SRR3511999	SRS1419185	ww_96A/01	5/7/96	Sweden: Stensoffa	96A/01	55.7 N 13.399999999999977 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764164	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_1	5/17/16	1592	764	Phylloscopus trochilus trochilus	SRR3512000	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764165	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_2	5/17/16	1932	890	Phylloscopus trochilus trochilus	SRR3512001	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764166	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_3	5/17/16	1935	899	Phylloscopus trochilus trochilus	SRR3512002	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764167	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_4	5/17/16	1950	910	Phylloscopus trochilus trochilus	SRR3512003	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764168	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_5	5/17/16	1966	915	Phylloscopus trochilus trochilus	SRR3512004	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884562	SRX1764169	Illumina HiSeq 2500	RANDOM	ww_reseq_96B07_6	5/17/16	1984	926	Phylloscopus trochilus trochilus	SRR3512005	SRS1419188	ww_96B/07	5/14/96	Sweden: Kvismaren	96B/07	59.2 N 15.4 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764170	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_1	5/17/16	1313	622	Phylloscopus trochilus trochilus	SRR3512006	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764171	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_2	5/17/16	1744	805	Phylloscopus trochilus trochilus	SRR3512007	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764172	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_3	5/17/16	1765	822	Phylloscopus trochilus trochilus	SRR3512008	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764173	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_4	5/17/16	1785	835	Phylloscopus trochilus trochilus	SRR3512009	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764174	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_5	5/17/16	1798	839	Phylloscopus trochilus trochilus	SRR3512010	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
WGS	202	SAMN04884563	SRX1764175	Illumina HiSeq 2500	RANDOM	ww_reseq_97A12_6	5/17/16	1803	843	Phylloscopus trochilus trochilus	SRR3512011	SRS1419187	ww_97A/12	5/16/97	Sweden: Haganas	97A/12	56.3 N 14.700000000000045 E	trochilus	PRJNA319295	Model organism or animal	public	sra	ncbi	0	PAIRED	GENOMIC	ILLUMINA	4/28/17	SRP074112	2nd calendar year or older (2cy+)	adult	male	blood
