study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	nominal_length	library_layout	library_strategy	read_count	base_count	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_bytes	sra_ftp	sample_title
PRJEB10586	SAMEA3532856	ERS840005	ERX1092184	ERR1013160	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	148649509	31073911721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013160/ERR1013160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478712/bam/aln-pe.MP-5.bwamem.RG.psorted.pmarkdup.realigned.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478712/bam/aln-pe.MP-5.bwamem.RG.psorted.pmarkdup.realigned.bam	13563166839	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR1013160	zebra finch (domesticated)
PRJEB10586	SAMEA3532857	ERS840006	ERX1092185	ERR1013161	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	142832882	28564502700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013161/ERR1013161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/101.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/101.recal.bam	20259320241	ftp.sra.ebi.ac.uk/vol1/err/ERR101/001/ERR1013161	zebra finch (wild)
PRJEB10586	SAMEA3532858	ERS840007	ERX1092186	ERR1013162	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	161018933	32201302500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013162/ERR1013162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/105.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/105.recal.bam	22858902651	ftp.sra.ebi.ac.uk/vol1/err/ERR101/002/ERR1013162	zebra finch (wild)
PRJEB10586	SAMEA3532859	ERS840008	ERX1092187	ERR1013163	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	144976178	28993149900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013163/ERR1013163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/109.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/109.recal.bam	20436548562	ftp.sra.ebi.ac.uk/vol1/err/ERR101/003/ERR1013163	zebra finch (wild)
PRJEB10586	SAMEA3532860	ERS840009	ERX1092188	ERR1013164	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	140064405	28010917500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013164/ERR1013164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/113.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/113.recal.bam	19780894805	ftp.sra.ebi.ac.uk/vol1/err/ERR101/004/ERR1013164	zebra finch (wild)
PRJEB10586	SAMEA3532861	ERS840010	ERX1092189	ERR1013165	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	156721250	31342201000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013165/ERR1013165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/117.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/117.recal.bam	22224918620	ftp.sra.ebi.ac.uk/vol1/err/ERR101/005/ERR1013165	zebra finch (wild)
PRJEB10586	SAMEA3532862	ERS840011	ERX1092190	ERR1013166	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	126378223	25273803900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013166/ERR1013166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/121.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/121.recal.bam	17920535150	ftp.sra.ebi.ac.uk/vol1/err/ERR101/006/ERR1013166	zebra finch (wild)
PRJEB10586	SAMEA3532863	ERS840012	ERX1092191	ERR1013167	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	161625002	32322845200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013167/ERR1013167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/129.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/129.recal.bam	22944470788	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR1013167	zebra finch (wild)
PRJEB10586	SAMEA3532864	ERS840013	ERX1092192	ERR1013168	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	126518855	25302244400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013168/ERR1013168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/133.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/133.recal.bam	17948922047	ftp.sra.ebi.ac.uk/vol1/err/ERR101/008/ERR1013168	zebra finch (wild)
PRJEB10586	SAMEA3532865	ERS840014	ERX1092193	ERR1013169	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	127948607	25588026300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013169/ERR1013169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/137.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/137.recal.bam	18051229908	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR1013169	zebra finch (wild)
PRJEB10586	SAMEA3532866	ERS840015	ERX1092194	ERR1013170	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	145160041	29030329400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1013170/ERR1013170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/141.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/141.recal.bam	20547196511	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR1013170	zebra finch (wild)
PRJEB10586	SAMEA3532867	ERS840016	ERX1092195	ERR1013171	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	120867107	24171779900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1013171/ERR1013171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/145.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/145.recal.bam	17134032613	ftp.sra.ebi.ac.uk/vol1/err/ERR101/001/ERR1013171	zebra finch (wild)
PRJEB10586	SAMEA3532868	ERS840017	ERX1092196	ERR1013172	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	115831038	23164962600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1013172/ERR1013172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/149.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/149.recal.bam	16433526333	ftp.sra.ebi.ac.uk/vol1/err/ERR101/002/ERR1013172	zebra finch (wild)
PRJEB10586	SAMEA3532869	ERS840018	ERX1092197	ERR1013173	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	162668361	32531598800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1013173/ERR1013173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/153.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/153.recal.bam	23091332129	ftp.sra.ebi.ac.uk/vol1/err/ERR101/003/ERR1013173	zebra finch (wild)
PRJEB10586	SAMEA3532870	ERS840019	ERX1092198	ERR1013174	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	128637935	25725869000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1013174/ERR1013174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/161.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/161.recal.bam	18159196978	ftp.sra.ebi.ac.uk/vol1/err/ERR101/004/ERR1013174	zebra finch (wild)
PRJEB10586	SAMEA3532871	ERS840020	ERX1092199	ERR1013175	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	175695868	35136156000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1013175/ERR1013175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/165.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/165.recal.bam	24882750793	ftp.sra.ebi.ac.uk/vol1/err/ERR101/005/ERR1013175	zebra finch (wild)
PRJEB10586	SAMEA3532872	ERS840021	ERX1092200	ERR1013176	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	136159026	27229760200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1013176/ERR1013176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/173.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/173.recal.bam	19194542313	ftp.sra.ebi.ac.uk/vol1/err/ERR101/006/ERR1013176	zebra finch (wild)
PRJEB10586	SAMEA3532873	ERS840022	ERX1092201	ERR1013177	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	143023258	28602706600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1013177/ERR1013177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/177.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/177.recal.bam	20439380334	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR1013177	zebra finch (wild)
PRJEB10586	SAMEA3532874	ERS840023	ERX1092202	ERR1013178	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	148051112	29608191200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1013178/ERR1013178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/185.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/185.recal.bam	20970201429	ftp.sra.ebi.ac.uk/vol1/err/ERR101/008/ERR1013178	zebra finch (wild)
PRJEB10586	SAMEA3532875	ERS840024	ERX1092203	ERR1013179	59729	Taeniopygia guttata	Illumina HiSeq 2000	250	PAIRED	WGS	168686681	33735415500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1013179/ERR1013179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/189.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA478/ERA478713/bam/189.recal.bam	23996939264	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR1013179	zebra finch (wild)
PRJEB10586	SAMEA3516844	ERS823993	ERX1073380	ERR993524	247775	Taeniopygia bichenovii	Illumina Genome Analyzer II	200	PAIRED	WGS	190194526	37840807100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR993/ERR993524/ERR993524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA473/ERA473510/bam/DB.allchrs.realigned.mateFixed.recal.bam	ftp.sra.ebi.ac.uk/vol1/ERA473/ERA473510/bam/DB.allchrs.realigned.mateFixed.recal.bam	25652891574	ftp.sra.ebi.ac.uk/vol1/err/ERR993/ERR993524	BAM
